"","Date","Ring","Species","Age","Sex","Pit","Num.caught","PIT.year","hatch.year","Age.in.2021"
"4007",2019-10-23,"C5A1118","GRETI",5,"F","0700EE11B9",1,2019,2018,"adult"
"4008",2020-01-16,"C5A1612","GRETI",5,"M","0700EE11CB",1,2020,2019,"adult"
"4009",2020-11-30,"C5H4381","GRETI",3,"M","0700EE11D2",1,2020,2020,"first.year"
"4010",2019-12-03,"C5A1468","GRETI",6,"F","0700EE11D3",1,2019,2017,"adult"
"4011",2019-11-22,"C5A1396","GRETI",5,"F","0700EE11F2",1,2019,2018,"adult"
"4012",2020-02-12,"C5A1697","GRETI",5,"F","0700EE120D",1,2020,2019,"adult"
"4013",2020-12-02,"C5H4385","NUTHA",3,"M","0700EE1220",1,2020,2020,"first.year"
"4014",2020-08-11,"C5H4086","GRETI",3,"","0700EE1228",1,2020,2020,"first.year"
"4015",2020-02-18,"C5A1698","GRETI",5,"F","0700EE1233",2,2020,2019,"adult"
"4017",2020-02-04,"C5A1647","GRETI",5,"F","0700EE123C",1,2020,2019,"adult"
"4019",2020-11-10,"B5H0042","BLUTI",4,"","0700EE1253",2,2020,2019,"adult"
"4020",2020-11-16,"B5H0042","BLUTI",4,"M","0700EE1253",2,2020,2019,"adult"
"4021",2019-11-22,"C5A1392","GRETI",5,"F","0700EE125C",1,2019,2018,"adult"
"4023",2020-07-28,"C5H4123","GRETI",3,"","0700EE126A",3,2020,2020,"first.year"
"4024",2020-09-02,"C5H4123","GRETI",3,"","0700EE126A",3,2020,2020,"first.year"
"4025",2020-09-28,"C5H4135","GRETI",3,"F","0700EE129D",3,2020,2020,"first.year"
"4026",2020-11-05,"C5H4135","GRETI",3,"F","0700EE129D",3,2020,2020,"first.year"
"4027",2020-11-13,"C5H4135","GRETI",3,"F","0700EE129D",3,2020,2020,"first.year"
"4029",2019-11-20,"C5A1357","GRETI",5,"F","0700EE12CE",1,2019,2018,"adult"
"4030",2020-02-10,"C5A1663","GRETI",5,"M","0700EE12E4",1,2020,2019,"adult"
"4033",2019-10-25,"C5A1160","GRETI",6,"M","0700EE139D",1,2019,2017,"adult"
"4034",2020-08-19,"C5H4093","GRETI",3,"","0700EE13A9",1,2020,2020,"first.year"
"4036",2020-11-16,"C5A1845","GRETI",3,"M","0700EE13BA",2,2020,2020,"first.year"
"4037",2020-11-10,"C3T2814","GRETI",3,"M","0700EE13D4",1,2020,2020,"first.year"
"4038",2019-10-11,"C5A1074","GRETI",3,"F","0700EE13DA",1,2019,2019,"adult"
"4040",2020-10-28,"C5A1519","GRETI",3,"M","0700EE1406",1,2020,2020,"first.year"
"4041",2020-11-30,"B5H0126","BLUTI",3,"M","0700EE142A",1,2020,2020,"first.year"
"4043",2019-07-18,"C3T0997","GRETI",3,"","0700EE142D",2,2019,2019,"adult"
"4046",2020-05-10,"C5A1740","GRETI",5,"F","0700EE148E",1,2020,2019,"adult"
"4048",2020-11-30,"C5H4375","GRETI",3,"M","0700EE149B",1,2020,2020,"first.year"
"4049",2020-01-15,"C5A1601","GRETI",5,"M","0700EE14BF",1,2020,2019,"adult"
"4050",2019-12-29,"C5A1519","GRETI",6,"M","0700EE14D6",2,2019,2017,"adult"
"4051",2020-11-24,"C5A1519","GRETI",6,"M","0700EE14D6",2,2020,2020,"adult"
"4052",2020-11-16,"C5H4340","GRETI",3,"F","0700EE14DB",1,2020,2020,"first.year"
"4053",2019-11-20,"C5A1371","GRETI",5,"M","0700EE14E3",1,2019,2018,"adult"
"4055",2020-11-11,"C3T2817","GRETI",3,"M","0700EE14F4",2,2020,2020,"first.year"
"4056",2020-11-18,"C3T2817","GRETI",3,"M","0700EE14F4",2,2020,2020,"first.year"
"4058",2020-10-28,"C5H4254","GRETI",4,"M","0700EE151B",1,2020,2019,"adult"
"4059",2020-11-17,"C5H4351","GRETI",4,"M","0700EE1527",1,2020,2019,"adult"
"4060",2019-10-28,"C5A1197","GRETI",5,"M","0700EE152E",1,2019,2018,"adult"
"4062",2019-07-31,"C5A1043","NUTHA",4,"F","0700EE1593",2,2019,2018,"adult"
"4063",2019-09-04,"C5A1043","NUTHA",3,"F","0700EE1593",2,2019,2019,"adult"
"4065",2019-11-11,"C5A1282","GRETI",6,"M","0700EE15F8",1,2019,2017,"adult"
"4067",2019-10-30,"C5A1205","GRETI",6,"F","0700EE162C",1,2019,2017,"adult"
"4069",2019-10-11,"C5A1072","GRETI",3,"M","0700EE1659",2,2019,2019,"adult"
"4070",2019-12-31,"C5A1072","GRETI",5,"M","0700EE1659",2,2019,2018,"adult"
"4072",2020-11-18,"B5H0085","BLUTI",4,"M","0700EE1676",1,2020,2019,"adult"
"4074",2020-11-16,"C5H4339","GRETI",3,"F","0700EE168D",1,2020,2020,"first.year"
"4075",2020-11-03,"C5H4280","GRETI",4,"M","0700EE1690",1,2020,2019,"adult"
"4076",2020-02-12,"C5A1689","GRETI",6,"M","0700EE1697",1,2020,2018,"adult"
"4077",2019-11-06,"C5A1264","GRETI",5,"F","0700EE1703",1,2019,2018,"adult"
"4079",2020-09-16,"C5H4170","GRETI",3,"F","0700EE170D",4,2020,2020,"first.year"
"4080",2020-11-06,"C5H4170","GRETI",3,"F","0700EE170D",4,2020,2020,"first.year"
"4081",2020-11-17,"C5H4170","GRETI",3,"F","0700EE170D",4,2020,2020,"first.year"
"4082",2020-11-17,"C5H4170","GRETI",3,"F","0700EE170D",4,2020,2020,"first.year"
"4085",2019-12-03,"C5A1478","GRETI",5,"F","0700EE1759",1,2019,2018,"adult"
"4086",2019-09-12,"C5A1059","GRETI",3,"M","0700EE1786",1,2019,2019,"adult"
"4089",2020-02-11,"C5A1678","GRETI",6,"M","0700EE17E7",1,2020,2018,"adult"
"4090",2020-10-19,"C5H4222","GRETI",3,"M","0700EE17E9",1,2020,2020,"first.year"
"4092",2019-11-04,"C5A1238","GRETI",5,"F","0700EE1865",1,2019,2018,"adult"
"4093",2019-11-22,"C5A1387","GRETI",5,"F","0700EE186A",1,2019,2018,"adult"
"4094",2020-08-11,"C5H4082","GRETI",3,"","0700EE189B",1,2020,2020,"first.year"
"4095",2020-05-14,"C5A1773","GRETI",5,"F","0700EE18C2",1,2020,2019,"adult"
"4096",2019-10-18,"C5A1114","GRETI",5,"F","0700EE18C5",1,2019,2018,"adult"
"4101",2020-11-12,"B5H0053","BLUTI",3,"F","0700EE193E",1,2020,2020,"first.year"
"4103",2020-07-28,"C5A1882","GRETI",3,"","0700EE1957",2,2020,2020,"first.year"
"4104",2020-02-11,"C5A1670","GRETI",5,"F","0700EE1958",1,2020,2019,"adult"
"4106",2020-08-11,"C5A1824","GRETI",3,"","0700EE1959",3,2020,2020,"first.year"
"4107",2020-11-09,"C5A1824","GRETI",3,"F","0700EE1959",3,2020,2020,"first.year"
"4109",2019-10-25,"C5A1148","NUTHA",6,"M","0700EE1977",2,2019,2017,"adult"
"4111",2019-12-29,"C5A1521","GRETI",6,"M","0700EE1988",1,2019,2017,"adult"
"4112",2020-10-28,"C5H4258","GRETI",3,"M","0700EE1990",1,2020,2020,"first.year"
"4117",2019-11-11,"C5A1268","GRETI",6,"F","0700EE19F3",1,2019,2017,"adult"
"4119",2019-12-09,"C5A1501","GRETI",5,"M","0700EE1A16",1,2019,2018,"adult"
"4120",2020-02-04,"C5A1653","GRETI",5,"F","0700EE1A20",1,2020,2019,"adult"
"4121",2019-10-25,"C5A1147","GRETI",6,"M","0700EE1A27",1,2019,2017,"adult"
"4123",2019-11-04,"C5A1249","GRETI",5,"M","0700EE1A53",1,2019,2018,"adult"
"4124",2020-05-11,"C5A1757","GRETI",5,"F","0700EE1A5B",1,2020,2019,"adult"
"4125",2020-05-11,"C5A1758","GRETI",5,"F","0700EE1A7D",1,2020,2019,"adult"
"4126",2019-11-28,"C5A1440","GRETI",6,"F","0700EE1A82",1,2019,2017,"adult"
"4128",2020-09-30,"C5H4157","GRETI",3,"F","0700EE1B41",2,2020,2020,"first.year"
"4129",2020-11-17,"C5H4157","GRETI",3,"M","0700EE1B41",2,2020,2020,"first.year"
"4130",2020-01-16,"C5A1613","GRETI",6,"M","0700EE1BB5",1,2020,2018,"adult"
"4131",2020-10-09,"C5H4168","NUTHA",3,"F","0700EE1BCD",3,2020,2020,"first.year"
"4132",2020-11-06,"C5H4168","NUTHA",2,"","0700EE1BCD",3,2020,2020,"first.year"
"4133",2020-11-26,"C5H4168","NUTHA",3,"F","0700EE1BCD",3,2020,2020,"first.year"
"4134",2019-11-20,"C5A1370","GRETI",6,"M","0700EE1BE5",1,2019,2017,"adult"
"4135",2019-10-16,"C5A1091","GRETI",5,"M","0700EE1BEE",2,2019,2018,"adult"
"4136",2019-11-06,"C5A1091","GRETI",6,"M","0700EE1BEE",2,2019,2017,"adult"
"4137",2019-10-28,"C5A1180","GRETI",6,"M","0700EE1C32",2,2019,2017,"adult"
"4138",2019-11-11,"C5A1180","GRETI",6,"M","0700EE1C32",2,2019,2017,"adult"
"4140",2020-12-02,"C5H4390","GRETI",3,"F","0700EE1C95",1,2020,2020,"first.year"
"4142",2019-11-04,"C5A1221","GRETI",6,"M","0700EE1CA9",3,2019,2017,"adult"
"4143",2020-09-16,"C5A1221","GRETI",4,"F","0700EE1CA9",3,2020,2019,"adult"
"4144",2020-11-26,"C5A1221","GRETI",4,"M","0700EE1CA9",3,2020,2019,"adult"
"4145",2019-11-18,"C5A1323","GRETI",6,"F","0700EE1CE9",1,2019,2017,"adult"
"4146",2020-11-11,"C5H4311","GRETI",4,"M","0700EE1D61",1,2020,2019,"adult"
"4147",2019-10-25,"C5A1161","GRETI",5,"F","0700EE1D65",1,2019,2018,"adult"
"4150",2019-11-20,"C5A1367","GRETI",5,"M","0700EE1DBB",1,2019,2018,"adult"
"4152",2019-12-09,"C5A1498","GRETI",5,"M","0700EE1E16",1,2019,2018,"adult"
"4153",2019-11-20,"C5A1362","GRETI",6,"M","0700EE1E22",1,2019,2017,"adult"
"4154",2020-12-03,"B5H0131","BLUTI",3,"F","0700EE1E24",1,2020,2020,"first.year"
"4155",2020-11-05,"C3T2159","GRETI",4,"M","0700EE1E37",1,2020,2019,"adult"
"4156",2020-08-11,"C5H4085","GRETI",3,"","0700EE1E44",3,2020,2020,"first.year"
"4157",2020-11-16,"C5H4085","GRETI",3,"M","0700EE1E44",3,2020,2020,"first.year"
"4158",2020-11-26,"C5H4085","GRETI",3,"M","0700EE1E44",3,2020,2020,"first.year"
"4160",2019-12-29,"C5A1518","GRETI",5,"F","0700EE1E6E",1,2019,2018,"adult"
"4161",2020-01-11,"C5A1597","GRETI",5,"F","0700EE1E72",1,2020,2019,"adult"
"4163",2019-10-23,"C5A1133","GRETI",6,"M","0700EE1EAE",1,2019,2017,"adult"
"4165",2020-07-28,"C5H4072","GRETI",3,"","0700EE1EEC",2,2020,2020,"first.year"
"4166",2020-08-11,"C5H4072","GRETI",3,"","0700EE1EEC",2,2020,2020,"first.year"
"4167",2019-12-06,"C5A1493","GRETI",6,"F","0700EE1EF5",1,2019,2017,"adult"
"4171",2019-12-02,"C5A1460","GRETI",5,"M","0700EE1F05",1,2019,2018,"adult"
"4172",2020-01-09,"C5A1578","GRETI",6,"M","0700EE1F14",1,2020,2018,"adult"
"4173",2020-05-14,"C5A1774","GRETI",5,"M","0700EE1F17",1,2020,2019,"adult"
"4175",2019-11-18,"C5A1339","GRETI",6,"M","0700EE1F2E",2,2019,2017,"adult"
"4176",2019-12-28,"C5A1339","GRETI",5,"M","0700EE1F2E",2,2019,2018,"adult"
"4178",2020-07-28,"C5H4071","GRETI",3,"","0700EE1F3D",1,2020,2020,"first.year"
"4179",2019-10-18,"C5A1101","GRETI",5,"M","0700EE1F43",1,2019,2018,"adult"
"4180",2019-11-28,"C5A1443","GRETI",5,"F","0700EE1F4D",1,2019,2018,"adult"
"4181",2020-11-13,"C3T2465","GRETI",3,"F","0700EE1F68",1,2020,2020,"first.year"
"4183",2020-12-02,"C5H4389","GRETI",4,"M","0700EE1FAC",1,2020,2019,"adult"
"4184",2019-11-20,"C5A1378","GRETI",6,"M","0700EE1FD0",1,2019,2017,"adult"
"4185",2019-12-06,"C2H2819","GRETI",6,"M","0700EE2014",1,2019,2017,"adult"
"4188",2020-11-25,"C3T2844","GRETI",3,"F","0700EE2074",1,2020,2020,"first.year"
"4190",2020-01-16,"C5A1606","GRETI",6,"M","0700EE209A",1,2020,2018,"adult"
"4191",2020-11-03,"C5H4276","GRETI",3,"M","0700EE20BA",1,2020,2020,"first.year"
"4198",2019-10-28,"C5A1174","GRETI",6,"F","0700EE2124",1,2019,2017,"adult"
"4199",2019-12-04,"C5A1480","GRETI",6,"M","0700EE2155",1,2019,2017,"adult"
"4200",2019-11-04,"C5A1243","GRETI",6,"F","0700EE215C",1,2019,2017,"adult"
"4201",2020-11-06,"C5H4188","NUTHA",3,"F","0700EE215F",3,2020,2020,"first.year"
"4202",2020-11-11,"C5H4188","NUTHA",3,"F","0700EE215F",3,2020,2020,"first.year"
"4203",2020-11-17,"C5H4188","NUTHA",3,"F","0700EE215F",3,2020,2020,"first.year"
"4204",2019-11-18,"C5A1353","GRETI",6,"M","0700EE2171",1,2019,2017,"adult"
"4206",2020-11-16,"C5H4338","NUTHA",3,"F","0700EE21BD",2,2020,2020,"first.year"
"4208",2019-11-25,"C5A1407","GRETI",6,"M","0700EE21C9",1,2019,2017,"adult"
"4211",2020-11-17,"C5H4355","GRETI",4,"M","0700EE2212",1,2020,2019,"adult"
"4215",2020-01-30,"C5A1638","GRETI",5,"F","0700EE227D",1,2020,2019,"adult"
"4216",2019-10-28,"C5A1177","GRETI",6,"M","0700EE228C",1,2019,2017,"adult"
"4219",2020-09-28,"C5H4146","GRETI",4,"M","0700EE22E1",2,2020,2019,"adult"
"4220",2020-12-02,"C5H4146","GRETI",3,"M","0700EE22E1",2,2020,2020,"first.year"
"4222",2020-09-28,"C5H4134","GRETI",4,"M","0700EE22FA",1,2020,2019,"adult"
"4224",2019-10-28,"C3T2162","GRETI",6,"M","0700EE2387",1,2019,2017,"adult"
"4225",2020-09-30,"C5H4153","GRETI",3,"M","0700EE239F",2,2020,2020,"first.year"
"4226",2020-11-13,"C5H4153","GRETI",3,"M","0700EE239F",2,2020,2020,"first.year"
"4228",2019-12-02,"C5A1456","GRETI",5,"F","0700EE23A9",1,2019,2018,"adult"
"4229",2020-11-20,"B5H0093","BLUTI",4,"","0700EE23EC",1,2020,2019,"adult"
"4230",2019-11-22,"C5A1385","GRETI",5,"F","0700EE2408",2,2019,2018,"adult"
"4231",2020-02-10,"C5A1385","GRETI",5,"F","0700EE2408",2,2020,2019,"adult"
"4234",2019-11-27,"C5A1412","GRETI",6,"M","0700EE24A9",2,2019,2017,"adult"
"4235",2019-12-04,"C5A1412","GRETI",6,"M","0700EE24A9",2,2019,2017,"adult"
"4236",2019-09-19,"C5A1070","GRETI",3,"F","0700EE24D0",1,2019,2019,"adult"
"4237",2019-07-10,"C5A1020","GRETI",3,"","0700EE250E",1,2019,2019,"adult"
"4238",2019-11-04,"C5A1219","GRETI",6,"M","0700EE2563",2,2019,2017,"adult"
"4239",2019-11-20,"C5A1219","GRETI",6,"M","0700EE2563",2,2019,2017,"adult"
"4240",2019-11-18,"C5A1345","GRETI",6,"M","0700EE2566",1,2019,2017,"adult"
"4241",2020-11-11,"B5H0046","BLUTI",3,"M","0700EE258A",1,2020,2020,"first.year"
"4242",2020-05-10,"C5A1922","GRETI",5,"M","0700EE25A7",1,2020,2019,"adult"
"4243",2020-01-11,"C5A1596","GRETI",5,"M","0700EE25A9",1,2020,2019,"adult"
"4244",2020-11-06,"C5H4192","GRETI",3,"F","0700EE25DC",2,2020,2020,"first.year"
"4245",2020-11-11,"C5H4192","GRETI",3,"F","0700EE25DC",2,2020,2020,"first.year"
"4246",2020-11-03,"C5H4291","GRETI",3,"M","0700EE25FB",1,2020,2020,"first.year"
"4247",2020-10-30,"C3T2784","GRETI",4,"F","0700EE261C",1,2020,2019,"adult"
"4248",2020-11-20,"B5H0096","BLUTI",4,"F","0700EE2663",1,2020,2019,"adult"
"4249",2019-12-02,"C5A1454","GRETI",5,"F","0700EE266B",1,2019,2018,"adult"
"4250",2020-11-11,"B5H0048","BLUTI",3,"F","0700EE26FA",1,2020,2020,"first.year"
"4252",2020-01-16,"C5A1608","GRETI",5,"F","0700EE2733",1,2020,2019,"adult"
"4254",2019-11-04,"C5A1245","GRETI",6,"M","0700EE275F",1,2019,2017,"adult"
"4255",2019-12-02,"C5A1449","GRETI",6,"M","0700EE2771",1,2019,2017,"adult"
"4256",2019-11-11,"C5A1279","GRETI",6,"F","0700EE2781",1,2019,2017,"adult"
"4257",2019-10-30,"C5A1202","GRETI",5,"M","0700EE278A",2,2019,2018,"adult"
"4258",2019-12-03,"C5A1202","GRETI",6,"M","0700EE278A",2,2019,2017,"adult"
"4260",2020-11-06,"C5H4187","GRETI",3,"F","0700EE2791",1,2020,2020,"first.year"
"4262",2019-07-18,"C3T0974","GRETI",3,"","0700EE279C",2,2019,2019,"adult"
"4263",2020-11-17,"C5H4344","NUTHA",4,"M","0700EE27CC",1,2020,2019,"adult"
"4264",2020-01-10,"C5A1590","GRETI",6,"M","0700EE27E3",1,2020,2018,"adult"
"4265",2019-11-11,"C5A1285","GRETI",5,"M","0700EE27F3",1,2019,2018,"adult"
"4266",2020-02-25,"C5A1723","GRETI",5,"F","0700EE27FB",1,2020,2019,"adult"
"4267",2020-02-10,"C5A1667","GRETI",5,"F","0700EE280B",1,2020,2019,"adult"
"4268",2019-12-28,"C5A1509","GRETI",5,"M","0700EE2816",1,2019,2018,"adult"
"4269",2019-11-18,"C5A1347","GRETI",5,"F","0700EE2834",1,2019,2018,"adult"
"4270",2020-12-02,"C5H4387","GRETI",4,"M","0700EE2836",2,2020,2019,"adult"
"4271",2020-12-04,"C5H4387","GRETI",4,"M","0700EE2836",2,2020,2019,"adult"
"4272",2020-11-11,"C5H4316","GRETI",4,"M","0700EE2843",1,2020,2019,"adult"
"4274",2020-01-09,"C5A1575","GRETI",6,"F","0700EE289E",1,2020,2018,"adult"
"4275",2019-11-15,"C5A1317","GRETI",5,"F","0700EE28D3",1,2019,2018,"adult"
"4277",2019-12-09,"C5A1499","GRETI",5,"F","0700EE28E6",1,2019,2018,"adult"
"4278",2019-12-03,"C5A1474","GRETI",6,"M","0700EE28ED",1,2019,2017,"adult"
"4279",2020-11-05,"C3T2732","GRETI",3,"M","0700EE2909",2,2020,2020,"first.year"
"4280",2020-11-18,"C3T2732","GRETI",3,"M","0700EE2909",2,2020,2020,"first.year"
"4283",2020-08-19,"C5A1892","GRETI",3,"","0700EE2938",3,2020,2020,"first.year"
"4287",2020-11-17,"C3T2831","GRETI",3,"F","0700EE29CB",1,2020,2020,"first.year"
"4289",2020-11-30,"C5A1790","GRETI",3,"F","0700EE29F3",3,2020,2020,"first.year"
"4290",2020-12-07,"C5A1790","GRETI",3,"F","0700EE29F3",3,2020,2020,"first.year"
"4291",2020-02-04,"C5A1640","GRETI",6,"M","0700EE29FF",1,2020,2018,"adult"
"4292",2020-01-18,"C5A1632","GRETI",6,"F","0700EE2A39",1,2020,2018,"adult"
"4293",2019-11-06,"C5A1261","GRETI",5,"F","0700EE2A43",2,2019,2018,"adult"
"4294",2019-12-09,"C5A1261","GRETI",5,"F","0700EE2A43",2,2019,2018,"adult"
"4296",2020-10-20,"C5H4226","GRETI",3,"M","0700EE2A5C",1,2020,2020,"first.year"
"4297",2019-11-18,"C5A1330","GRETI",6,"M","0700EE2A5D",1,2019,2017,"adult"
"4302",2019-12-29,"C5A1520","GRETI",5,"F","0700EE2AC7",1,2019,2018,"adult"
"4303",2020-10-21,"C5H4234","NUTHA",3,"M","0700EE2B13",1,2020,2020,"first.year"
"4306",2020-08-18,"C5A1972","GRETI",3,"","0700EE2B67",5,2020,2020,"first.year"
"4307",2020-08-18,"C5A1972","GRETI",3,"","0700EE2B67",5,2020,2020,"first.year"
"4308",2020-11-16,"C5A1972","GRETI",3,"F","0700EE2B67",5,2020,2020,"first.year"
"4310",2020-09-28,"C5H4137","GRETI",4,"M","0700EE2B6B",1,2020,2019,"adult"
"4311",2019-10-25,"C5A1159","GRETI",5,"M","0700EE2B75",1,2019,2018,"adult"
"4312",2020-05-07,"C5A1734","GRETI",5,"M","0700EE2B89",2,2020,2019,"adult"
"4316",2019-11-13,"C5A1300","GRETI",5,"F","0700EE2BA3",2,2019,2018,"adult"
"4317",2020-02-10,"C5A1300","GRETI",5,"F","0700EE2BA3",2,2020,2019,"adult"
"4318",2020-01-09,"C5A1581","GRETI",5,"M","0700EE2BAC",1,2020,2019,"adult"
"4321",2020-08-18,"C5A1975","GRETI",3,"","0700EE2BC1",2,2020,2020,"first.year"
"4322",2019-12-02,"C5A1451","GRETI",5,"M","0700EE2C51",1,2019,2018,"adult"
"4324",2019-11-20,"C5A1377","GRETI",5,"F","0700EE2CA9",1,2019,2018,"adult"
"4326",2020-11-10,"C3T2812","GRETI",4,"M","0700EE2CB8",2,2020,2019,"adult"
"4327",2020-12-03,"C3T2812","GRETI",4,"M","0700EE2CB8",2,2020,2019,"adult"
"4328",2020-02-10,"C5A1655","GRETI",6,"M","0700EE2CBE",2,2020,2018,"adult"
"4329",2020-02-25,"C5A1655","GRETI",5,"M","0700EE2CBE",2,2020,2019,"adult"
"4330",2020-11-17,"C5H4345","GRETI",3,"M","0700EE2CD3",1,2020,2020,"first.year"
